Symbol	Name	ISIN	Product Class
QYLD	GLOBAL X NASDAQ 100 COVERED CALL UCITS ETF	IE00BM8R0J59	ETF
ED4	EDAG Engineering Group AG	CH0303692047	Equity Share
BITTI	Bittium Oyj	FI0009007264	Equity Share
GRC	Amundi MSCI Greece UCITS ETF	FR0010405431	ETF
ITBL	WisdomTree FTSE MIB Banks	IE00BYMB4Q22	ETF
AEME	Amundi Core MSCI Emerging Markets UCITS ETF	LU1437017350	ETF
KDEV	Karolinska Development AB	SE0002190926	Equity Share
VAL	Amundi MSCI EMU Value Factor UCITS ETF	LU1598690169	ETF
TEST	MTAA TEST SYMBOL	ITTEST000003	Equity Share
UIQL	UBS Core BBG Euro Area Liquid Corp UCITS ETF	LU1805389258	ETF
CCC3	Coca-Cola Co/The	US1912161007	Equity Share
C006	Amundi FAZ 100 UCITS ETF	LU2611732129	ETF
H4ZP	HSBC MSCI CHINA UCITS ETF	IE00B44T3H88	ETF
FLXE	Franklin EM Multi-Factor Equity UCITS ETF	IE00BF2B0K52	ETF
LDCE	PIMCO Euro Low Duration Corporate Bond UCITS ETF	IE00BP9F2J32	ETF
SHF	SNP Schneider-Neureither & Partner SE	DE0007203705	Equity Share
ICNT	Invesco MSCI China Technology All Shares Stock Connect UCITS ETF	IE00BM8QS095	ETF
XFFE	Xtrackers II USD Overnight Rate Swap UCITS ETF	LU0321465469	ETF
SMLK	Invesco S&P SmallCap 600 UCITS ETF	IE00BH3YZ803	ETF
ERNE	iShares EUR Ultrashort Bond UCITS ETF	IE00BCRY6557	ETF
VDCE	Vanguard USD Corporate Bond UCITS ETF	IE00BGYWFL94	ETF
WELI	Amundi S&P World Materials Screened UCITS ETF	IE000FCGBU62	ETF
JUPI	Amundi MSCI Japan ESG Broad Transition UCITS ETF	LU2300294746	ETF
LYXGR	Amundi Global Aggregate Green Bond UCITS ETF	LU1563454310	ETF
EMQQ	EMQQ Emerging Markets Internet UCITS ETF	IE00BFYN8Y92	ETF
DEL2	L&G DAX Daily 2x Long UCITS ETF	IE00B4QNHH68	ETF
ARKG	ARK Genomic Revolution UCITS ETF	IE000O5M6XO1	ETF
CMOD	Invesco Bloomberg Commodity UCITS ETF	IE00BD6FTQ80	ETF
TRSY	SPDR Bloomberg U.S. Treasury Bond  UCITS ETF	IE00B44CND37	ETF
CNAA	Amundi MSCI China A UCITS ETF	FR0011720911	ETF
RHK	RHOEN-KLINIKUM AG	DE0007042301	Equity Share
RAA	Rational AG	DE0007010803	Equity Share
OIGS	Amundi Stoxx Europe 600 Energy Esg Screened UCITS ETF	LU2082998167	ETF
GWT	Amundi Msci Europe Growth UCITS ETF	LU1598688189	ETF
ADKO	Addiko Bank AG	AT000ADDIKO0	Equity Share
B26A	iShares iBonds Dec 2026 Term EUR Corp UCITS ETF	IE000WA6L436	ETF
XUTC	Xtrackers MSCI USA Information Technology UCITS ETF	IE00BGQYRS42	ETF
SQRL	Squirrel Media SA	ES0183304080	Equity Share
600X	SPDR STOXX Europe 600 SRI UCIT	IE00BK5H8015	ETF
QSPA	Invesco S&P 500 Quality UCITS ETF	IE000E6TPCH9	ETF
IB28	iShares iBonds Dec 2028 Term EUR Corp UCITS ETF	IE000264WWY0	ETF
SXR2	iShares MSCI Canada UCITS ETF	IE00B52SF786	ETF
LQDE	iShares USD Corp Bond UCITS ETF	IE0032895942	ETF
WCOD	SPDR MSCI World Consumer Discretionary UCITS ETF	IE00BYTRR640	ETF
UIMC	UBS BBG MSCI Euro Area Liquid Corp Sustainable UCITS ETF	LU1484799769	ETF
INDA	Amundi Stoxx Europe 600 Banks UCITS ETF	LU2082996112	ETF
TRV	Amundi STOXX Europe 600 Consumer Discretionary UCITS ETF	LU1834988781	ETF
ATT	Attendo AB	SE0007666110	Equity Share
EMLD	SPDR Bloomberg Emerging Markets Local Bond  UCITS ETF	IE00B4613386	ETF
OLVAS	Olvi Oyj	FI0009900401	Equity Share
NTH	Naturhouse Health SAU	ES0105043006	Equity Share
APETI	Apetit Oyj	FI0009003503	Equity Share
NKE	NIKE Inc	US6541061031	Equity Share
EXX1	iShares EURO STOXX Banks 30-15 UCITS ETF DE	DE0006289309	ETF
XGSD	Xtrackers Stoxx Global Select Dividend 100 Swap UCITS ETF	LU0292096186	ETF
UBS	UBM Development AG	AT0000815402	Equity Share
FTSE	Amundi MSCI UK IMI SRI Climate Paris Aligned ETF	LU1437025296	ETF
EL4N	Deka iBoxx EUR Liquid SOV DIV 5-7 UCITS ETF	DE000ETFL144	ETF
IDVA	iShares EURO STOXX Select Dividend 30 UCITS ETF DE	DE000A2QP380	ETF
ACG1V	Aspocomp Group Oyj	FI0009008080	Equity Share
CSPX	iShares Core S&P 500 UCITS ETF	IE00B5BMR087	ETF
ESIS	iShares MSCI Europe Consumer Staples Sector UCITS ETF	IE00BMW42074	ETF
YGLD	IncomeShares Gold+ Yield ETP	XS2852999775	Other
NQSE	iShares NASDAQ 100 UCITS ETF	IE00BYVQ9F29	ETF
LGWT	Amundi Msci Europe Growth UCITS ETF	LU1598688189	ETF
SBS	STRATEC SE	DE000STRA555	Equity Share
C40	Amundi CAC 40 ESG UCITS ETF	LU1681046931	ETF
XDEQ	Xtrackers MSCI World Quality UCITS ETF	IE00BL25JL35	ETF
AIGO	WisdomTree Petroleum	GB00B15KYC19	Other
JREJ	JPMorgan Japan Research Enhanced Index Equity Active UCITS ETF	IE00BP2NF958	ETF
XZE5	Xtrackers II EUR Corporate Bond Short Duration SRI PAB UCITS ETF	LU2178481649	ETF
29GA	iShares iBonds Dec 2029 Term EUR Corp UCITS ETF	IE000SNLFDR7	ETF
AAK	AAK AB	SE0011337708	Equity Share
JT13	UBS BBG Japan Gov 1-3 UCITS ETF	LU2098179695	ETF
V60A	Vanguard LifeStrategy 60 Percent Equity UCITS ETF	IE00BMVB5P51	ETF
DBPE	Xtrackers LevDAX Daily Swap UCITS ETF	LU0411075376	ETF
IUKP	iShares UK Property UCITS ETF	IE00B1TXLS18	ETF
INH	Indus Holding AG	DE0006200108	Equity Share
WLDX	Amundi MSCI World Ex EMU SRI Climate Paris Aligned UCITS ETF	FR0013209921	ETF
ERTH	Amundi Euro Government Green Bond UCITS ETF	LU2356220926	ETF
BTPS	Amundi Italy BTP Daily -2x Inverse UCITS ETF	FR0011023621	ETF
SPYE	SPDR MSCI Europe UCITS ETF	IE00BKWQ0Q14	ETF
FINSW	Amundi MSCI World Financials UCITS ETF	LU0533032859	ETF
AT1	Aroundtown SA	LU1673108939	Equity Share
WELD	Amundi S&P World Utilities Screened UCITS ETF	IE000PMX0MW6	ETF
EL4T	Deka Deutsche Boerse Eurogov Germany 3-5 Ucits Etf	DE000ETFL193	ETF
FDR	Fluidra SA	ES0137650018	Equity Share
SXLV	SPDR S&P U.S. Health Care Select Sector UCITS ETF	IE00BWBXM617	ETF
HUSQA	Husqvarna AB	SE0001662222	Equity Share
XDUK	Xtrackers FTSE 100 UCITS ETF	LU0838780707	ETF
IGLE	iShares Global Govt Bond UCITS ETF	IE00BKT6FT27	ETF
IQQN	iShares MSCI North America UCITS ETF	IE00B14X4M10	ETF
IBGZ	iShares EUR Govt Bond 10-15yr UCITS ETF	IE00B4WXJH41	ETF
CNDX	iShares NASDAQ 100 UCITS ETF	IE00B53SZB19	ETF
UEFI	UBS Core BBG US Treasury 1-10 UCITS ETF	LU0721552973	ETF
EMI	Amundi Euro Government Inflation-Linked Bond UCITS ETF	LU1650491282	ETF
SRIJ	BNP Paribas Easy MSCI Japan SRI PAB UCITS ETF D	LU1753045928	ETF
FSOV	First Trust Low Duration Global Government Bond UCITS ETF	IE00BKS2X317	ETF
DXSN	Xtrackers ShortDAX Daily Swap UCITS ETF	LU0292106241	ETF
MDF	Duro Felguera SA	ES0162600003	Equity Share
JPHE	Amundi Jpx-Nikkei 400 UCITS ETF	LU1681039134	ETF
SPQH	Global X S&P 500 Quarterly Tail Hedge UCITS ETF	IE000EPX8KB7	ETF
ORC	Oracle Corp	US68389X1054	Equity Share
SUA0	iShares EUR Corp Bond ESG SRI UCITS ETF	IE000L2TO2T2	ETF
SBBD	Samhallsbyggnadsbolaget i Norden AB	SE0011844091	Equity Share
R6C0	Shell PLC	GB00BP6MXD84	Equity Share
WTDI	WisdomTree AT1 CoCo Bond UCITS ETF	IE00BZ0XVF52	ETF
LYQ2	Amundi Euro Government Bond 1-3Y UCITS ETF	LU1650487413	ETF
D5BG	Xtrackers II EUR Corporate Bond UCITS ETF	LU0478205379	ETF
MCEU	Amundi Msci Europe Momentum Factor UCITS ETF	LU1681041460	ETF
EPAD	iShares MSCI Europe Paris-Aligned Climate UCITS ETF	IE000HH3SU50	ETF
GLUX	Amundi Global Luxury UCITS ETF	LU1681048630	ETF
PABUS	Amundi S&P 500 Climate Paris Aligned UCITS ETF	IE000O5FBC47	ETF
3OIS	WisdomTree WTI Crude Oil 3x Daily Short	XS2819844387	Other
GEMU	BNP Paribas Easy JPM ESG EMU Government Bond IG 3-5Y UCITS ETF CAP	LU2244387457	ETF
PREVB	Prevas AB	SE0000356008	Equity Share
DCO	Deere & Co	US2441991054	Equity Share
UBUM	UBS S&P Dividend Aristocrats ESG Elite UCITS ETF	IE00BMP3HG27	ETF
OBXD	DNB OBX	NO0010257801	ETF
00XT	WisdomTree Brent Crude Oil - EUR Daily Hedged	JE00B7305Z55	Other
CHIP	Amundi MSCI Semiconductors UCITS ETF	LU1900066033	ETF
EMWE	BNP Paribas Easy MSCI World SRI PAB	LU1615092217	ETF
GLAE	SPDR Bloomberg Global Aggregate Bond  UCITS ETF	IE00BF1QPL78	ETF
LCEU	BNP Paribas Easy Low Carbon 100 PAB	LU1377382368	ETF
INS	Amundi Stoxx Europe 600 Insurance UCITS ETF	LU1834987973	ETF
XBAE	Xtrackers II ESG Global Aggregate Bond UCITS ETF	LU0942970798	ETF
EXSA	iShares STOXX Europe 600 UCITS ETF DE	DE0002635307	ETF
4UBH	UBS MSCI World Socially Responsible UCITS ETF	IE00BK72HJ67	ETF
IITA	iShares Italy Govt Bond UCITS ETF	IE000589MF42	ETF
36B6	iShares MSCI USA SRI UCITS ETF	IE00BZ173T46	ETF
S5SD	UBS S&P 500 Scored & Screened UCITS ETF	IE00BHXMHK04	ETF
DBXP	Xtrackers II Eurozone Government Bond 1-3 UCITS ETF	LU0290356871	ETF
MS51	Super Micro Computer Inc	US86800U3023	Equity Share
COREB	Corem Property Group AB	SE0010714287	Equity Share
AJAB	Byggmastare Anders J Ahlstrom Holding AB	SE0026876476	Equity Share
PSPH	Amundi PEA S&P 500 UCITS ETF	FR0011871136	ETF
VAGF	Vanguard Global Aggregate Bond UCITS ETF	IE00BG47KH54	ETF
JPXH	Amundi MSCI Japan SRI Climate Paris Aligned ETF	LU2269164310	ETF
QQQ3	WisdomTree NASDAQ 100 3x Daily Leveraged	IE00BLRPRL42	Other
EUNJ	iShares III plc - iShares MSCI Pacific ex-Japan UCITS ETF	IE00B4WXJD03	ETF
DJAM	Amundi Dow Jones Industrial Average UCITS ETF	FR0007056841	ETF
EEAA	BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped UCITS ETF	LU0950381748	ETF
GFA	VanEck Global Fallen Angel High Yield Bond UCITS ETF	IE00BF540Z61	ETF
ZPRL	SPDR EURO STOXX Low Volatility UCITS ETF	IE00BFTWP510	ETF
QDVC	iShares MSCI USA Mid-Cap Equal Weight UCITS ETF	IE00BD1F4K20	ETF
EEMU	BNP Paribas Easy MSCI EMU Min TE UCITS ETF C	LU1291098827	ETF
EIBX	Invesco Euro Government Bond 7-10 Year UCITS ETF	IE00BGJWWW40	ETF
ZINC	WisdomTree Zinc	GB00B15KY872	Other
ETFCO	Amundi Core EUR Corporate Bond UCITS ETF	LU1931975079	ETF
WMAT	SPDR MSCI World Materials UCITS ETF	IE00BYTRRF33	ETF
FOIB	Fenix Outdoor International AG	CH0242214887	Equity Share
PCEU	Amundi PEA MSCI Europe UCITS ETF	FR0013412038	ETF
SPQB	Global X S&P 500 Quarterly Buffer UCITS ETF	IE000LSRKCB4	ETF
LINC	Linc AB	SE0015949433	Equity Share
GARO	GARO AB	SE0015812417	Equity Share
CEMU	iShares Core MSCI EMU UCITS ETF	IE00B53QG562	ETF
XZSP	Xtrackers S&P 500 Scored & Screened UCITS ETF	IE0007ULOZS8	ETF
VGER	Vanguard Germany All Cap UCITS ETF	IE00BG143G97	ETF
X710	Xtrackers II Eurozone Government Bond 7-10 UCITS ETF	LU0290357259	ETF
CYBO	VanEck Medical Robotics and Bionic Engineering UCITS ETF	IE0005TF96I9	ETF
ALLEI	Alleima AB	SE0017615644	Equity Share
LIFE	LIFECARE ASA	NO0013355859	Equity Share
AKRBP+TEST-2026-02-04T11:12:40Z	Aker BP ASA+TEST-2026-02-04T11:12:40Z	US3590653024	Equity Share
SUB O6 235	OOSUB 2603K223500P	NO0511194941	Put Option
SFE D6 8.4	EOSFE 2604H484000C	IT0025796431	Call Option
STL3 U6 23	EOSTL32609I323000P	IT0025480549	Put Option
VAR N6 31	OOVAR 2602K203100P	NO0511138575	Put Option
PST5 L6 36	EOPST52612I336000C	IT0025593028	Call Option
BEQ L6 88	AOBEQ 2612I208800C	NLEX03089839	Call Option
5AI A6 750	AO5AI 2601U275000C	NLEX03328740	Call Option
A2A X6 3.1	EOA2A 2612I431000P	IT0025562452	Put Option
UL9 I6 28	AOUL9 2609I202800C	NLEX02982794	Call Option
MFEA X6 1.65	EOMFEA2612I416500P	IT0025667913	Put Option
ISP B6 5.7	EOISP 2602K457000C	IT0025726859	Call Option
ST1 O6 26.5	POST1 2603K202650P	FREX02463716	Put Option
2YA N6 370	OO2YA 2602D237000P	NO0511217304	Put Option
ZA1 P6 52	POZA1 2604H205200P	FREX02572375	Put Option
SPM5 P6 2.1	EOSPM52604H421000P	IT0025798924	Put Option
EUE D6 56	AOEUE 2604H205600C	NLEX03276378	Call Option
TEL P6 70	OOTEL 2604H207000P	NO0511202066	Put Option
UG4 L7 9	POUG4 2712H200900C	FREX02386784	Call Option
ERG B6 31.5	EOERG 2602K331500C	IT0025760114	Call Option
UL B6 55	AOUL  2602K205500C	NLEX02988627	Call Option
WBD5 P6 6	EOWBD52604H460000P	IT0025837763	Put Option
SIF I6 4.4	AOSIF 2609I200440C	NLEX03101592	Call Option
ET1 L6 0.6	POET1 2612I200060C	FREX02403068	Call Option
1UG N6 7.5	PO1UG 26026200750P	FREX02594775	Put Option
ADY D6 1450	AOADY 2604H114500C	NLEX03260570	Call Option
FST P6 18	AOFST 2604H201800P	NLEX03307306	Put Option
5UC M6 255	BO5UC 2601U225500P	BEEX00526927	Put Option
BPM5 P6 6.6	EOBPM52604H466000P	IT0025864361	Put Option
SES B6 105	EOSES 2602K210500C	IT0025733897	Call Option
TIL N6 13.46	AOTIL 2602K201346P	NLEX02900101	Put Option
ENX B6 116	AOENX 2602K211600C	NLEX02856253	Call Option
2PR B6 50	AO2PR 2602D205000C	NLEX03344622	Call Option
CR1 D6 10	POCR1 2604H201000C	FREX02550256	Call Option
JL1 C6 5.4	POJL1 2603K200540C	FREX02379607	Call Option
1PR B6 46.5	AO1PR 26026204650C	NLEX03358333	Call Option
AFU N6 2.5	AOAFU 2602K200250P	NLEX02881582	Put Option
ENE5 X6 11	EOENE52612I311000P	IT0025656957	Put Option
FLW B6 27	AOFLW 2602K202700C	NLEX02857913	Call Option
MHQM C6 310	AOMHQM2603K231000C	NLEX03104737	Call Option
MRQ X6 560	AOMRQ 2612I256000P	NLEX03054668	Put Option
SYQ P6 64	AOSYQ 2604H206400P	NLEX03302323	Put Option
BMP3 L0 14	EOBMP33012K314000C	IT0025669265	Call Option
KR1 P6 220	POKR1 2604H222000P	FREX02527866	Put Option
SYQ B6 66	AOSYQ 2602K206600C	NLEX02879099	Call Option
EW1 O6 23.5	POEW1 2603K202350P	FREX02352851	Put Option
5HE A6 59	AO5HE 2601U205900C	NLEX03190546	Call Option
HVA N6 18	AOHVA 2602K201800P	NLEX02940032	Put Option
DNO N6 13	OODNO 2602K201300P	NO0511133790	Put Option
AS9 L6 640	AOAS9 2612I264000C	NLEX03052779	Call Option
1FO B6 14.5	PO1FO 26026201450C	FREX02504014	Call Option
EOQ X8 6	AOEOQ 2812F200600P	NLEX03042366	Put Option
MSO O6 2240	JOMSO 2603K002240P	FREX02411236	Put Option
SFE B6 8.8	EOSFE 2602K488000C	IT0025371839	Call Option
US1 D6 3.8	POUS1 2604H200380C	FREX02580808	Call Option
ENI3 X0 11	EOENI33012K311000P	IT0025650612	Put Option
MC1 F7 520	POMC1 2706I252000C	FREX02508858	Call Option
BRE X8 15	EOBRE 2812F315000P	IT0025576858	Put Option
ISP5 L6 3	EOISP52612I430000C	IT0025628063	Call Option
SYE X6 56	BOSYE 2612I205600P	BEEX00503983	Put Option
MFEA F6 3.6	EOMFEA2606J436000C	IT0025282580	Call Option
AZQM R6 520	AOAZQM2606J252000P	NLEX03025031	Put Option
NEL D6 3	OONEL 2604H200300C	NO0511209558	Call Option
HO4 X6 230	POHO4 2612I223000P	FREX02373493	Put Option
BFQ N6 45	AOBFQ 2602K204500P	NLEX02848581	Put Option
GLS D6 27.5	BOGLS 2604H202750C	BEEX00529293	Call Option
ELA P6 80	BOELA 2604H208000P	BEEX00533923	Put Option
TEN D6 30	EOTEN 2604H330000C	IT0025805612	Call Option
GC1 N6 175	POGC1 2602K217500P	FREX02193453	Put Option
LTMC N6 18.75	EOLTMC2602K318750P	IT0025727626	Put Option
PST X6 26.5	EOPST 2612I326500P	IT0025287605	Put Option
AS9 F7 800	AOAS9 2706I280000C	NLEX03053199	Call Option
TEN L6 8.2	EOTEN 2612I482000C	IT0025532521	Call Option
RAC X6 330	EORAC 2612I233000P	IT0025551414	Put Option
MKQ B6 180	AOMKQ 2602K218000C	NLEX02912585	Call Option
BPO D6 2.6	BOBPO 2604H200260C	BEEX00535399	Call Option
SFL N6 1.85	EOSFL 2602K418500P	IT0025442606	Put Option
NB1 X6 22	PONB1 2612I202200P	FREX02374392	Put Option
ISP3 D6 8.8	EOISP32604H488000C	IT0025781334	Call Option
MC4 L6 260	POMC4 2612I226000C	FREX02510391	Call Option
RHQ B6 3000	AORHQ 2602K2U0000C	NLEX03199620	Call Option
MT9 D6 22	AOMT9 2604H202200C	NLEX03254417	Call Option
UCG3 P6 110	EOUCG32604H211000P	IT0025818367	Put Option
ARG L6 480	BOARG 2612I248000C	BEEX00497798	Call Option
SYQ D6 60	AOSYQ 2604H206000C	NLEX03302273	Call Option
HE1 D6 1950	POHE1 2604H119500C	FREX02555230	Call Option
BGQ D6 47.5	AOBGQ 2604H204750C	NLEX03318931	Call Option
IMD B6 60	AOIMD 2602K206000C	NLEX02858119	Call Option
KC1 X6 3.8	POKC1 2612I200380P	FREX02393376	Put Option
AVH D6 110	BOAVH 2604H211000C	BEEX00530994	Call Option
BPE X0 38	EOBPE 3012K338000P	IT0025576312	Put Option
BMP3 C6 14	EOBMP32603K314000C	IT0025471472	Call Option
BMP P6 16.5	EOBMP 2604H316500P	IT0025771467	Put Option
VI1 L0 22	POVI1 3012K202200C	FREX02578729	Call Option
ECM N6 21	AOECM 2602K202100P	NLEX02855727	Put Option
5PR M6 52	AO5PR 2601U205200P	NLEX03194894	Put Option
RHQM O6 1540	AORHQM2603K2F4000P	NLEX03102467	Put Option
ELK O6 34	OOELK 2603K203400P	NO0511172178	Put Option
AFA D6 12.5	AOAFA 2604H201250C	NLEX03282814	Call Option
TIT5 L6 0.56	EOTIT52612I405600C	IT0025614469	Call Option
US1 P6 4.9	POUS1 2604H200490P	FREX02580899	Put Option
JL1 P6 2	POJL1 2604H200200P	FREX02540521	Put Option
FCR N6 28.5	EOFCR 2602K328500P	IT0025762649	Put Option
TEL O6 175	OOTEL 2603K217500P	NO0511214269	Put Option
AAI N6 23.5	AOAAI 2602K202350P	NLEX02826645	Put Option
1STL N6 14	EO1STL26026314000P	IT0025886802	Put Option
RND N6 18	AORND 2602K201800P	NLEX02839085	Put Option
PRY5 B6 73	EOPRY52602K373000C	IT0025875250	Call Option
2BN B6 112	PO2BN 2602D211200C	FREX02591300	Call Option
5HE M6 46	AO5HE 2601U204600P	NLEX03190397	Put Option
MFEA I6 6.8	EOMFEA2609I468000C	IT0025462851	Call Option
VLK L6 35	AOVLK 2612I203500C	NLEX03101030	Call Option
ADQM C6 176	AOADQM2603K217600C	NLEX03104117	Call Option
EF1 X6 190	POEF1 2612I219000P	FREX02421110	Put Option
ENE3 D6 16	EOENE32604H316000C	IT0025849594	Call Option
CE1 N6 7	POCE1 2602K200700P	FREX02194550	Put Option
MIB X0 68000	IOMIB 3012K068000P	IT0025255859	Put Option
ERG N6 27.5	EOERG 2602K327500P	IT0025760049	Put Option
EF1M F6 200	POEF1M2606J220000C	FREX02239280	Call Option
PL1 D6 13	POPL1 2604H201300C	FREX02554795	Call Option
AH L0 28	AOAH  3012K202800C	NLEX03056051	Call Option
PEOM N6 7200	JOPEOM2602R007200P	FREX02265798	Put Option
SM1 P6 380	POSM1 2604H238000P	FREX02524228	Put Option
ISP X6 5.4	EOISP 2612I454000P	IT0025516714	Put Option
JMA D6 7	SOJMA 2604H200700C	PTEX00049646	Call Option
AEOM M6 1038	KOAEOM2601U110380P	NLEX03246462	Put Option
SBM C6 23.5	AOSBM 2603K202350C	NLEX03045633	Call Option
AEOM B6 935	KOAEOM2602R109350C	NLEX02932971	Call Option
ASL L6 840	AOASL 2612I284000C	NLEX03053413	Call Option
BYQ L6 37	AOBYQ 2612I203700C	NLEX03068338	Call Option
ENI3 B6 15.25	EOENI32602K315250C	IT0025759074	Call Option
TRN5 B6 15	EOTRN52602K315000C	IT0025392033	Call Option
NXI5 X6 5.6	EONXI52612I456000P	IT0025586097	Put Option
1MIB N6 43900	IO1MIB26026043900P	IT0025889483	Put Option
AVIO F6 84	EOAVIO2606J384000C	IT0025876555	Call Option
DQ1 P6 98	PODQ1 2604H209800P	FREX02526009	Put Option
YAR B6 180	OOYAR 2602K218000C	NO0511132164	Call Option
NAS D6 8	OONAS 2604H200800C	NO0511208931	Call Option
SHQ P6 33	AOSHQ 2604H203300P	NLEX03355859	Put Option
OR1M P6 280	POOR1M2604H228000P	FREX02559984	Put Option
PLT C6 21.5	AOPLT 2603K202150C	NLEX03057331	Call Option
BFF X6 4.6	EOBFF 2612I446000P	IT0025720688	Put Option
AGB L6 80	BOAGB 2612I208000C	BEEX00495479	Call Option
SUB C6 270	OOSUB 2603K227000C	NO0511218450	Call Option
ENI N6 33	EOENI 2602K333000P	IT0025426344	Put Option
TRN L6 5.2	EOTRN 2612I452000C	IT0025615821	Call Option
MON N6 41	EOMON 2602K341000P	IT0025750404	Put Option
AEOM C6 925	KOAEOM2603V109250C	NLEX03130492	Call Option
BYQ D6 46	AOBYQ 2604H204600C	NLEX03273375	Call Option
QNQ B6 34.05	AOQNQ 2602K203405C	NLEX02877770	Call Option
DNR X6 8.2	EODNR 2612I482000P	IT0025661395	Put Option
RED D6 52	EORED 2604H352000C	IT0025792752	Call Option
2SU B6 240	PO2SU 2602D224000C	FREX02581780	Call Option
CBQ I6 50	AOCBQ 2609I205000C	NLEX02768672	Call Option
ELK B6 14	OOELK 2602K201400C	NO0511136603	Call Option
TGS B6 50	OOTGS 2602K205000C	NO0511132628	Call Option
WBD5 L6 5.8	EOWBD52612I458000C	IT0025638005	Call Option
SU1 D6 200	POSU1 2604H220000C	FREX02512454	Call Option
ARC B6 32	AOARC 2602K203200C	NLEX02829235	Call Option
1UCG B6 82	EO1UCG26026382000C	IT0025888758	Call Option
SPM5 N6 1.2	EOSPM52602K412000P	IT0025374080	Put Option
NX1 B6 8.2	PONX1 2602K200820C	FREX02212949	Call Option
OR1 L0 800	POOR1 3012K280000C	FREX02415724	Call Option
PXA X0 8800	JOPXA 3012K008800P	FREX02411871	Put Option
CD1 N6 96	POCD1 2602K209600P	FREX02216114	Put Option
G3 P6 17.5	EOG3  2604H317500P	IT0025777068	Put Option
IS6 Z6	AFIS6 2612I000000F	NLEX03016246	Futures
RWQ D6 68	AORWQ 2604H206800C	NLEX03257634	Call Option
BRE X8 8	EOBRE 2812F480000P	IT0025576676	Put Option
IF N6 18	EOIF  2602K318000P	IT0025398881	Put Option
SLG D6 12	AOSLG 2604H201200C	NLEX03264010	Call Option
5OR M6 390	PO5OR 2601U239000P	FREX02470398	Put Option
VA1 N6 14	POVA1 2602K201400P	FREX02209275	Put Option
5UG A6 8.1	PO5UG 2601U200810C	FREX02501853	Call Option
DA1 D6 52	PODA1 2604H205200C	FREX02538319	Call Option
RHQM C6 1100	AORHQM2603K2B0000C	NLEX02884214	Call Option
TO9C N6 54	POTO9C2602K205400P	FREX02242433	Put Option
1NH B6 70	OO1NH 26026207000C	NO0511196193	Call Option
AMG N6 25.5	AOAMG 2602K202550P	NLEX02837881	Put Option
1CS B6 48	PO1CS 26026204800C	FREX02503438	Call Option
CTP D6 19	AOCTP 2604H201900C	NLEX03286153	Call Option
SPM5 D6 4	EOSPM52604H440000C	IT0025799294	Call Option
TRN N6 20	EOTRN 2602K320000P	IT0025391324	Put Option
BB1 B6 53	POBB1 2602K205300C	FREX02331921	Call Option
FR1 B6 11.5	POFR1 2602K201150C	FREX02208889	Call Option
REN D6 16	AOREN 2604H201600C	NLEX03262659	Call Option
BGQ C6 45.5	AOBGQ 2603K204550C	NLEX03329466	Call Option
EBO X8 1900	JOEBO 2812F001900P	FREX02328166	Put Option
1PH B6 23.4	AO1PH 26026202340C	NLEX03355404	Call Option
CRL N6 18	EOCRL 2602K318000P	IT0025419463	Put Option
ASL C6 1280	AOASL 2603K2C8000C	NLEX03173385	Call Option
ENI3 L6 9	EOENI32612I490000C	IT0025560480	Call Option
TGY B6 16.25	EOTGY 2602K316250C	IT0025738979	Call Option
RD9 P6 24	AORD9 2604H202400P	NLEX03255026	Put Option
SRG3 L0 8	EOSRG33012K480000C	IT0025602787	Call Option
FUR P6 8.2	AOFUR 2604H200820P	NLEX03322867	Put Option
KSQ B6 10.6	AOKSQ 2602K201060C	NLEX02850959	Call Option
EL1 O6 92	POEL1 2603K209200P	FREX02406897	Put Option
BC B6 140	EOBC  2602K214000C	IT0025494680	Call Option
MIB N6 47600	IOMIB 2602K047600P	IT0025686251	Put Option
1STL B6 7	EO1STL26026470000C	IT0025885994	Call Option
RYR B6 38	AORYR 2602K203800C	NLEX03011346	Call Option
RI1 B6 62	PORI1 2602K206200C	FREX02305966	Call Option
NXI B6 8	EONXI 2602K480000C	IT0025410413	Call Option
AMP N6 18.25	EOAMP 2602K318250P	IT0025761369	Put Option
OA1 N6 8	POOA1 2602K200800P	FREX02213491	Put Option
1MIB B6 43400	IO1MIB26026043400C	IT0025889376	Call Option
FCR P6 39	EOFCR 2604H339000P	IT0025858801	Put Option
TRN X6 17.5	EOTRN 2612I317500P	IT0025616555	Put Option
ESO C6 2100	JOESO 2603K002100C	FREX02578349	Call Option
AEX L6 980	KOAEX 2612I109800C	NLEX03112870	Call Option
1MIB N6 42800	IO1MIB26026042800P	IT0025889269	Put Option
MOA O6 970	KOMOA 2603K109700P	NLEX03114181	Put Option
CPR D6 7.8	EOCPR 2604H478000C	IT0025842219	Call Option
AH9 C6 37	AOAH9 2603K203700C	NLEX03079632	Call Option
TIT5 N6 0.66	EOTIT52602K406600P	IT0025389203	Put Option
SFL X6 1.3	EOSFL 2612I413000P	IT0025665453	Put Option
ADQM F6 195	AOADQM2606J219500C	NLEX03012849	Call Option
STL3 N6 8.6	EOSTL32602K486000P	IT0025379063	Put Option
TOM O6 114	OOTOM 2603K211400P	NO0511170834	Put Option
SFL P6 2.8	EOSFL 2604H428000P	IT0025866705	Put Option
VF6 J6	AFVF6 2604H000000F	NLEX03209452	Futures
